cellID	cellType	sampleID
GSM2172814	beta	1_male
GSM2172815	beta	1_male
GSM2172816	unsure	1_male
GSM2172817	beta	1_male
GSM2172818	beta	1_male
GSM2172819	alpha	1_male
GSM2172820	delta	1_male
GSM2172821	acinar	38_female
GSM2172822	alpha	38_female
GSM2172823	alpha	38_female
GSM2172824	alpha	38_female
GSM2172825	acinar	38_female
GSM2172826	alpha	38_female
GSM2172827	alpha	38_female
GSM2172828	acinar	38_female
GSM2172829	delta	38_female
GSM2172830	alpha	38_female
GSM2172831	alpha	38_female
GSM2172832	alpha	38_female
GSM2172833	alpha	38_female
GSM2172834	alpha	38_female
GSM2172835	delta	38_female
GSM2172836	alpha	38_female
GSM2172837	beta	38_female
GSM2172838	acinar	38_female
GSM2172839	acinar	38_female
GSM2172840	alpha	38_female
GSM2172841	acinar	38_female
GSM2172842	alpha	38_female
GSM2172843	acinar	38_female
GSM2172844	alpha	38_female
GSM2172845	alpha	38_female
GSM2172846	alpha	38_female
GSM2172847	acinar	38_female
GSM2172848	alpha	38_female
GSM2172849	acinar	38_female
GSM2172850	unsure	38_female
GSM2172851	acinar	38_female
GSM2172852	acinar	38_female
GSM2172853	beta	38_female
GSM2172854	alpha	38_female
GSM2172855	acinar	38_female
GSM2172856	acinar	38_female
GSM2172857	acinar	38_female
GSM2172858	alpha	38_female
GSM2172859	alpha	38_female
GSM2172860	alpha	38_female
GSM2172861	alpha	38_female
GSM2172862	acinar	38_female
GSM2172863	acinar	38_female
GSM2172864	alpha	38_female
GSM2172865	acinar	38_female
GSM2172866	acinar	38_female
GSM2172867	acinar	38_female
GSM2172868	acinar	38_female
GSM2172869	alpha	38_female
GSM2172870	alpha	38_female
GSM2172871	alpha	38_female
GSM2172872	beta	38_female
GSM2172873	beta	38_female
GSM2172874	alpha	38_female
GSM2172875	alpha	38_female
GSM2172876	beta	38_female
GSM2172877	acinar	38_female
GSM2172878	alpha	38_female
GSM2172879	beta	38_female
GSM2172880	alpha	38_female
GSM2172881	alpha	38_female
GSM2172882	delta	38_female
GSM2172883	alpha	38_female
GSM2172884	acinar	38_female
GSM2172885	beta	38_female
GSM2172886	alpha	38_female
GSM2172887	alpha	38_female
GSM2172888	alpha	38_female
GSM2172889	acinar	38_female
GSM2172890	alpha	38_female
GSM2172891	alpha	38_female
GSM2172892	beta	38_female
GSM2172893	alpha	38_female
GSM2172894	alpha	38_female
GSM2172895	alpha	38_female
GSM2172896	acinar	38_female
GSM2172897	beta	38_female
GSM2172898	alpha	38_female
GSM2172899	acinar	38_female
GSM2172900	alpha	38_female
GSM2172901	acinar	38_female
GSM2172902	beta	38_female
GSM2172903	acinar	38_female
GSM2172904	acinar	38_female
GSM2172905	alpha	38_female
GSM2172906	alpha	38_female
GSM2172907	alpha	38_female
GSM2172908	alpha	38_female
GSM2172909	acinar	38_female
GSM2172910	alpha	38_female
GSM2172911	alpha	38_female
GSM2172912	alpha	38_female
GSM2172913	acinar	38_female
GSM2172914	alpha	38_female
GSM2172915	beta	38_female
GSM2172916	acinar	5_male
GSM2172917	acinar	5_male
GSM2172918	alpha	5_male
GSM2172919	acinar	5_male
GSM2172920	acinar	5_male
GSM2172921	acinar	5_male
GSM2172922	delta	5_male
GSM2172923	acinar	5_male
GSM2172924	alpha	5_male
GSM2172925	mesenchymal	5_male
GSM2172926	delta	5_male
GSM2172927	alpha	5_male
GSM2172928	ductal	5_male
GSM2172929	alpha	44_female
GSM2172930	alpha	44_female
GSM2172931	alpha	5_male
GSM2172932	beta	5_male
GSM2172933	delta	44_female
GSM2172934	unsure	44_female
GSM2172935	beta	44_female
GSM2172936	alpha	44_female
GSM2172937	acinar	5_male
GSM2172938	ductal	44_female
GSM2172939	acinar	5_male
GSM2172940	alpha	5_male
GSM2172941	alpha	5_male
GSM2172942	alpha	44_female
GSM2172943	acinar	44_female
GSM2172944	ductal	5_male
GSM2172945	beta	5_male
GSM2172946	acinar	44_female
GSM2172947	alpha	44_female
GSM2172948	alpha	44_female
GSM2172949	mesenchymal	5_male
GSM2172950	acinar	44_female
GSM2172951	acinar	5_male
GSM2172952	mesenchymal	5_male
GSM2172953	ductal	5_male
GSM2172954	delta	44_female
GSM2172955	alpha	44_female
GSM2172956	alpha	5_male
GSM2172957	acinar	5_male
GSM2172958	acinar	5_male
GSM2172959	delta	5_male
GSM2172960	alpha	5_male
GSM2172961	ductal	5_male
GSM2172962	ductal	44_female
GSM2172963	alpha	44_female
GSM2172964	ductal	5_male
GSM2172965	acinar	5_male
GSM2172966	acinar	44_female
GSM2172967	mesenchymal	5_male
GSM2172968	alpha	5_male
GSM2172969	alpha	5_male
GSM2172970	ductal	44_female
GSM2172971	acinar	5_male
GSM2172972	acinar	5_male
GSM2172973	acinar	44_female
GSM2172974	ductal	5_male
GSM2172975	alpha	44_female
GSM2172976	acinar	5_male
GSM2172977	alpha	44_female
GSM2172978	alpha	44_female
GSM2172979	alpha	5_male
GSM2172980	alpha	44_female
GSM2172981	alpha	44_female
GSM2172982	alpha	5_male
GSM2172983	acinar	44_female
GSM2172984	mesenchymal	5_male
GSM2172985	alpha	44_female
GSM2172986	alpha	44_female
GSM2172987	mesenchymal	5_male
GSM2172988	beta	44_female
GSM2172989	acinar	5_male
GSM2172990	beta	5_male
GSM2172991	alpha	5_male
GSM2172992	beta	5_male
GSM2172993	mesenchymal	5_male
GSM2172994	alpha	44_female
GSM2172995	acinar	5_male
GSM2172996	alpha	44_female
GSM2172997	acinar	44_female
GSM2172998	ductal	44_female
GSM2172999	beta	5_male
GSM2173000	acinar	5_male
GSM2173001	alpha	44_female
GSM2173002	acinar	5_male
GSM2173003	unsure	5_male
GSM2173004	alpha	44_female
GSM2173005	mesenchymal	5_male
GSM2173006	beta	5_male
GSM2173007	acinar	5_male
GSM2173008	unsure	5_male
GSM2173009	alpha	44_female
GSM2173010	ductal	5_male
GSM2173011	beta	44_female
GSM2173012	acinar	5_male
GSM2173013	beta	44_female
GSM2173014	acinar	5_male
GSM2173015	acinar	5_male
GSM2173016	alpha	44_female
GSM2173017	beta	44_female
GSM2173018	alpha	44_female
GSM2173019	acinar	5_male
GSM2173020	acinar	5_male
GSM2173021	acinar	5_male
GSM2173022	ductal	44_female
GSM2173023	acinar	5_male
GSM2173024	ductal	5_male
GSM2173025	acinar	5_male
GSM2173026	alpha	44_female
GSM2173027	beta	5_male
GSM2173028	ductal	5_male
GSM2173029	ductal	5_male
GSM2173030	beta	5_male
GSM2173031	acinar	5_male
GSM2173032	acinar	5_male
GSM2173033	alpha	5_male
GSM2173034	ductal	5_male
GSM2173035	acinar	5_male
GSM2173036	mesenchymal	5_male
GSM2173037	acinar	5_male
GSM2173038	alpha	44_female
GSM2173039	acinar	5_male
GSM2173040	alpha	5_male
GSM2173041	acinar	5_male
GSM2173042	ductal	5_male
GSM2173043	ductal	44_female
GSM2173044	alpha	5_male
GSM2173045	alpha	5_male
GSM2173046	acinar	44_female
GSM2173047	acinar	5_male
GSM2173048	acinar	5_male
GSM2173049	alpha	5_male
GSM2173050	acinar	5_male
GSM2173051	ductal	5_male
GSM2173052	alpha	44_female
GSM2173053	acinar	5_male
GSM2173054	alpha	5_male
GSM2173055	alpha	44_female
GSM2173056	alpha	44_female
GSM2173057	alpha	5_male
GSM2173058	alpha	5_male
GSM2173059	mesenchymal	5_male
GSM2173060	mesenchymal	5_male
GSM2173061	alpha	5_male
GSM2173062	alpha	44_female
GSM2173063	alpha	44_female
GSM2173064	alpha	44_female
GSM2173065	mesenchymal	5_male
GSM2173066	mesenchymal	5_male
GSM2173067	acinar	5_male
GSM2173068	acinar	5_male
GSM2173069	acinar	5_male
GSM2173070	delta	44_female
GSM2173071	alpha	5_male
GSM2173072	alpha	44_female
GSM2173073	unsure	44_female
GSM2173074	acinar	44_female
GSM2173075	acinar	44_female
GSM2173076	alpha	44_female
GSM2173077	alpha	44_female
GSM2173078	unsure	44_female
GSM2173079	alpha	44_female
GSM2173080	alpha	44_female
GSM2173081	alpha	44_female
GSM2173082	alpha	44_female
GSM2173083	alpha	44_female
GSM2173084	ductal	44_female
GSM2173085	delta	44_female
GSM2173086	ductal	44_female
GSM2173087	ductal	44_female
GSM2173088	beta	44_female
GSM2173089	alpha	44_female
GSM2173090	acinar	44_female
GSM2173091	ductal	44_female
GSM2173092	acinar	44_female
GSM2173093	alpha	44_female
GSM2173094	alpha	44_female
GSM2173095	alpha	44_female
GSM2173096	delta	44_female
GSM2173097	ductal	44_female
GSM2173098	alpha	44_female
GSM2173099	alpha	44_female
GSM2173100	beta	44_female
GSM2173101	acinar	44_female
GSM2173102	delta	44_female
GSM2173103	beta	44_female
GSM2173104	alpha	44_female
GSM2173105	unsure	44_female
GSM2173106	acinar	44_female
GSM2173107	alpha	44_female
GSM2173108	alpha	44_female
GSM2173109	beta	44_female
GSM2173110	alpha	44_female
GSM2173111	alpha	44_female
GSM2173112	alpha	44_female
GSM2173113	alpha	44_female
GSM2173114	beta	44_female
GSM2173115	alpha	44_female
GSM2173116	ductal	44_female
GSM2173117	alpha	44_female
GSM2173118	alpha	44_female
GSM2173119	ductal	44_female
GSM2173120	alpha	44_female
GSM2173121	alpha	44_female
GSM2173122	acinar	44_female
GSM2173123	unsure	44_female
GSM2173124	alpha	44_female
GSM2173125	alpha	44_female
GSM2173126	alpha	44_female
GSM2173127	alpha	44_female
GSM2173128	alpha	44_female
GSM2173129	ductal	44_female
GSM2173130	alpha	44_female
GSM2173131	alpha	44_female
GSM2173132	beta	44_female
GSM2173133	alpha	44_female
GSM2173134	alpha	44_female
GSM2173135	alpha	44_female
GSM2173136	delta	44_female
GSM2173137	alpha	44_female
GSM2173138	alpha	44_female
GSM2173139	alpha	44_female
GSM2173140	alpha	44_female
GSM2173141	acinar	44_female
GSM2173142	unsure	44_female
GSM2173143	alpha	44_female
GSM2173144	alpha	44_female
GSM2173145	alpha	44_female
GSM2173146	alpha	44_female
GSM2173147	alpha	44_female
GSM2173148	alpha	44_female
GSM2173149	alpha	44_female
GSM2173150	acinar	44_female
GSM2173151	beta	44_female
GSM2173152	ductal	44_female
GSM2173153	alpha	6_male
GSM2173154	delta	6_male
GSM2173155	acinar	6_male
GSM2173156	alpha	6_male
GSM2173157	beta	6_male
GSM2173158	beta	6_male
GSM2173159	acinar	6_male
GSM2173160	alpha	6_male
GSM2173161	alpha	6_male
GSM2173162	alpha	6_male
GSM2173163	alpha	6_male
GSM2173164	beta	6_male
GSM2173165	acinar	6_male
GSM2173166	alpha	6_male
GSM2173167	alpha	6_male
GSM2173168	beta	6_male
GSM2173169	beta	6_male
GSM2173170	alpha	6_male
GSM2173171	acinar	6_male
GSM2173172	unsure	6_male
GSM2173173	beta	6_male
GSM2173174	unsure	6_male
GSM2173175	acinar	6_male
GSM2173176	acinar	6_male
GSM2173177	alpha	6_male
GSM2173178	acinar	6_male
GSM2173179	alpha	6_male
GSM2173180	unsure	6_male
GSM2173181	alpha	6_male
GSM2173182	beta	6_male
GSM2173183	alpha	6_male
GSM2173184	alpha	6_male
GSM2173185	alpha	6_male
GSM2173186	acinar	6_male
GSM2173187	beta	6_male
GSM2173188	beta	6_male
GSM2173189	unsure	6_male
GSM2173190	unsure	6_male
GSM2173191	beta	6_male
GSM2173192	acinar	6_male
GSM2173193	beta	6_male
GSM2173194	beta	6_male
GSM2173195	acinar	6_male
GSM2173196	unsure	6_male
GSM2173197	alpha	6_male
GSM2173198	alpha	6_male
GSM2173199	alpha	6_male
GSM2173200	alpha	6_male
GSM2173201	alpha	6_male
GSM2173202	alpha	6_male
GSM2173203	unsure	6_male
GSM2173204	alpha	6_male
GSM2173205	alpha	6_male
GSM2173206	alpha	6_male
GSM2173207	acinar	6_male
GSM2173208	alpha	6_male
GSM2173209	delta	6_male
GSM2173210	acinar	6_male
GSM2173211	unsure	6_male
GSM2173212	alpha	6_male
GSM2173213	beta	6_male
GSM2173214	alpha	6_male
GSM2173215	alpha	6_male
GSM2173216	unsure	6_male
GSM2173217	alpha	6_male
GSM2173218	unsure	6_male
GSM2173219	alpha	6_male
GSM2173220	unsure	6_male
GSM2173221	alpha	6_male
GSM2173222	unsure	6_male
GSM2173223	beta	6_male
GSM2173224	beta	6_male
GSM2173225	acinar	6_male
GSM2173226	mesenchymal	6_male
GSM2173227	beta	6_male
GSM2173228	alpha	6_male
GSM2173229	alpha	6_male
GSM2173230	alpha	6_male
GSM2173231	unsure	6_male
GSM2173232	beta	6_male
GSM2173233	beta	6_male
GSM2173234	alpha	6_male
GSM2173235	beta	6_male
GSM2173236	alpha	6_male
GSM2173237	alpha	6_male
GSM2173238	unsure	6_male
GSM2173239	acinar	6_male
GSM2173240	acinar	6_male
GSM2173241	alpha	6_male
GSM2173242	beta	6_male
GSM2173243	beta	6_male
GSM2173244	beta	6_male
GSM2173245	alpha	6_male
GSM2173246	acinar	6_male
GSM2173247	beta	6_male
GSM2173248	alpha	6_male
GSM2173249	alpha	6_male
GSM2173250	beta	6_male
GSM2173251	acinar	6_male
GSM2173252	alpha	6_male
GSM2173253	beta	6_male
GSM2173254	alpha	6_male
GSM2173255	alpha	6_male
GSM2173256	alpha	6_male
GSM2173257	unsure	6_male
GSM2173258	beta	6_male
GSM2173259	acinar	6_male
GSM2173260	alpha	6_male
GSM2173261	acinar	6_male
GSM2173262	alpha	6_male
GSM2173263	beta	6_male
GSM2173264	beta	6_male
GSM2173265	alpha	6_male
GSM2173266	unsure	6_male
GSM2173267	unsure	6_male
GSM2173268	alpha	6_male
GSM2173269	unsure	6_male
GSM2173270	alpha	6_male
GSM2173271	alpha	6_male
GSM2173272	acinar	6_male
GSM2173273	alpha	6_male
GSM2173274	beta	6_male
GSM2173275	beta	6_male
GSM2173276	acinar	6_male
GSM2173277	beta	6_male
GSM2173278	unsure	6_male
GSM2173279	unsure	6_male
GSM2173280	unsure	6_male
GSM2173281	beta	6_male
GSM2173282	alpha	6_male
GSM2173283	acinar	6_male
GSM2173284	acinar	6_male
GSM2173285	alpha	6_male
GSM2173286	acinar	6_male
GSM2173287	beta	6_male
GSM2173288	alpha	6_male
GSM2173289	alpha	6_male
GSM2173290	alpha	6_male
GSM2173291	acinar	6_male
GSM2173292	unsure	6_male
GSM2173293	acinar	6_male
GSM2173294	alpha	6_male
GSM2173295	beta	6_male
GSM2173296	alpha	6_male
GSM2173297	acinar	6_male
GSM2173298	beta	6_male
GSM2173299	acinar	6_male
GSM2173300	beta	6_male
GSM2173301	alpha	6_male
GSM2173302	alpha	6_male
GSM2173303	beta	6_male
GSM2173304	alpha	6_male
GSM2173305	alpha	6_male
GSM2173306	alpha	6_male
GSM2173307	beta	6_male
GSM2173308	beta	6_male
GSM2173309	unsure	6_male
GSM2173310	beta	6_male
GSM2173311	acinar	6_male
GSM2173312	acinar	6_male
GSM2173313	alpha	6_male
GSM2173314	unsure	6_male
GSM2173315	acinar	6_male
GSM2173316	unsure	6_male
GSM2173317	alpha	6_male
GSM2173318	beta	6_male
GSM2173319	alpha	6_male
GSM2173320	acinar	6_male
GSM2173321	acinar	6_male
GSM2173322	acinar	6_male
GSM2173323	beta	6_male
GSM2173324	unsure	6_male
GSM2173325	alpha	6_male
GSM2173326	alpha	6_male
GSM2173327	alpha	6_male
GSM2173328	beta	6_male
GSM2173329	alpha	6_male
GSM2173330	acinar	6_male
GSM2173331	alpha	44_female
GSM2173332	ductal	44_female
GSM2173333	ductal	44_female
GSM2173334	unsure	44_female
GSM2173335	alpha	44_female
GSM2173336	ductal	5_male
GSM2173337	ductal	44_female
GSM2173338	alpha	44_female
GSM2173339	ductal	5_male
GSM2173340	ductal	44_female
GSM2173341	ductal	5_male
GSM2173342	ductal	44_female
GSM2173343	ductal	44_female
GSM2173344	alpha	44_female
GSM2173345	ductal	44_female
GSM2173346	ductal	44_female
GSM2173347	alpha	44_female
GSM2173348	ductal	44_female
GSM2173349	ductal	44_female
GSM2173350	alpha	44_female
GSM2173351	alpha	44_female
GSM2173352	alpha	44_female
GSM2173353	ductal	44_female
GSM2173354	alpha	44_female
GSM2173355	ductal	44_female
GSM2173356	ductal	5_male
GSM2173357	ductal	5_male
GSM2173358	ductal	5_male
GSM2173359	alpha	44_female
GSM2173360	ductal	5_male
GSM2173361	alpha	44_female
GSM2173362	ductal	44_female
GSM2173363	alpha	44_female
GSM2173364	ductal	44_female
GSM2173365	ductal	44_female
GSM2173366	beta	44_female
GSM2173367	ductal	44_female
GSM2173368	alpha	44_female
GSM2173369	ductal	44_female
GSM2173370	ductal	5_male
GSM2173371	ductal	5_male
GSM2173372	alpha	44_female
GSM2173373	ductal	5_male
GSM2173374	beta	44_female
GSM2173375	ductal	44_female
GSM2173376	ductal	44_female
GSM2173377	alpha	44_female
GSM2173378	ductal	44_female
GSM2173379	ductal	5_male
GSM2173380	delta	44_female
GSM2173381	alpha	44_female
GSM2173382	ductal	44_female
GSM2173383	ductal	5_male
GSM2173384	alpha	44_female
GSM2173385	ductal	44_female
GSM2173386	alpha	44_female
GSM2173387	ductal	5_male
GSM2173388	ductal	44_female
GSM2173389	acinar	44_female
GSM2173390	alpha	44_female
GSM2173391	alpha	44_female
GSM2173392	alpha	44_female
GSM2173393	alpha	44_female
GSM2173394	ductal	5_male
GSM2173395	ductal	5_male
GSM2173396	ductal	5_male
GSM2173397	ductal	5_male
GSM2173398	ductal	44_female
GSM2173399	ductal	5_male
GSM2173400	ductal	44_female
GSM2173401	ductal	5_male
GSM2173402	ductal	44_female
GSM2173403	ductal	5_male
GSM2173404	beta	44_female
GSM2173405	alpha	44_female
GSM2173406	ductal	5_male
GSM2173407	ductal	5_male
GSM2173408	alpha	44_female
GSM2173409	ductal	44_female
GSM2173410	ductal	44_female
GSM2173411	ductal	44_female
GSM2173412	alpha	44_female
GSM2173413	ductal	44_female
GSM2173414	alpha	44_female
GSM2173415	ductal	44_female
GSM2173416	ductal	44_female
GSM2173417	ductal	44_female
GSM2173418	ductal	44_female
GSM2173419	alpha	44_female
GSM2173420	alpha	44_female
GSM2173421	alpha	44_female
GSM2173422	ductal	5_male
GSM2173423	ductal	5_male
GSM2173424	alpha	44_female
GSM2173425	alpha	44_female
GSM2173426	alpha	44_female
GSM2173427	ductal	44_female
GSM2173428	ductal	44_female
GSM2173429	ductal	44_female
GSM2173430	alpha	44_female
GSM2173431	ductal	44_female
GSM2173432	ductal	44_female
GSM2173433	ductal	5_male
GSM2173434	beta	44_female
GSM2173435	unsure	5_male
GSM2173436	ductal	44_female
GSM2173437	alpha	44_female
GSM2173438	alpha	44_female
GSM2173439	ductal	5_male
GSM2173440	alpha	44_female
GSM2173441	ductal	44_female
GSM2173442	ductal	44_female
GSM2173443	ductal	5_male
GSM2173444	ductal	44_female
GSM2173445	beta	44_female
GSM2173446	alpha	44_female
GSM2173447	ductal	5_male
GSM2173448	ductal	5_male
GSM2173449	ductal	44_female
GSM2173450	ductal	44_female
GSM2173451	ductal	5_male
GSM2173452	ductal	44_female
GSM2173453	ductal	44_female
GSM2173454	ductal	5_male
GSM2173455	alpha	44_female
GSM2173456	ductal	5_male
GSM2173457	acinar	5_male
GSM2173458	unsure	44_female
GSM2173459	alpha	44_female
GSM2173460	ductal	5_male
GSM2173461	alpha	44_female
GSM2173462	ductal	44_female
GSM2173463	ductal	5_male
GSM2173464	alpha	44_female
GSM2173465	alpha	44_female
GSM2173466	alpha	44_female
GSM2173467	alpha	44_female
GSM2173468	beta	44_female
GSM2173469	ductal	44_female
GSM2173470	ductal	5_male
GSM2173471	alpha	44_female
GSM2173472	alpha	44_female
GSM2173473	alpha	44_female
GSM2173474	beta	44_female
GSM2173475	beta	44_female
GSM2173476	alpha	44_female
GSM2173477	ductal	5_male
GSM2173478	ductal	5_male
GSM2173479	alpha	44_female
GSM2173480	ductal	44_female
GSM2173481	alpha	44_female
GSM2173482	beta	44_female
GSM2173483	ductal	44_female
GSM2173484	ductal	5_male
GSM2173485	beta	44_female
GSM2173486	beta	44_female
GSM2173487	alpha	44_female
GSM2173488	alpha	44_female
GSM2173489	ductal	44_female
GSM2173490	delta	44_female
GSM2173491	ductal	44_female
GSM2173492	alpha	44_female
GSM2173493	ductal	44_female
GSM2173494	ductal	5_male
GSM2173495	ductal	44_female
GSM2173496	alpha	44_female
GSM2173497	alpha	44_female
GSM2173498	alpha	44_female
GSM2173499	unsure	44_female
GSM2173500	alpha	44_female
GSM2173501	alpha	44_female
GSM2173502	ductal	44_female
GSM2173503	alpha	44_female
GSM2173504	ductal	5_male
GSM2173505	unsure	44_female
GSM2173506	alpha	44_female
GSM2173507	ductal	5_male
GSM2173508	ductal	44_female
GSM2173509	ductal	5_male
GSM2173510	beta	44_female
GSM2173511	alpha	44_female
GSM2173513	alpha	44_female
GSM2173515	ductal	5_male
GSM2173516	ductal	44_female
GSM2173517	alpha	44_female
GSM2173518	alpha	44_female
GSM2173519	ductal	44_female
GSM2173520	ductal	5_male
GSM2173521	ductal	5_male
GSM2173522	ductal	44_female
GSM2173523	alpha	5_male
GSM2173524	beta	5_male
GSM2173525	alpha	5_male
GSM2173526	mesenchymal	5_male
GSM2173527	beta	5_male
GSM2173528	alpha	5_male
GSM2173529	mesenchymal	5_male
GSM2173530	beta	5_male
GSM2173531	beta	5_male
GSM2173532	alpha	5_male
GSM2173533	alpha	5_male
GSM2173534	alpha	5_male
GSM2173535	alpha	5_male
GSM2173536	delta	5_male
GSM2173537	ductal	5_male
GSM2173538	beta	5_male
GSM2173539	alpha	5_male
GSM2173540	alpha	5_male
GSM2173541	alpha	5_male
GSM2173542	alpha	5_male
GSM2173543	alpha	5_male
GSM2173544	alpha	5_male
GSM2173545	beta	5_male
GSM2173546	mesenchymal	5_male
GSM2173547	alpha	5_male
GSM2173548	alpha	5_male
GSM2173549	mesenchymal	5_male
GSM2173550	mesenchymal	5_male
GSM2173551	beta	5_male
GSM2173552	beta	5_male
GSM2173553	mesenchymal	5_male
GSM2173554	beta	5_male
GSM2173555	beta	5_male
GSM2173556	mesenchymal	5_male
GSM2173557	mesenchymal	5_male
GSM2173558	delta	5_male
GSM2173559	beta	5_male
GSM2173560	alpha	5_male
GSM2173561	mesenchymal	5_male
GSM2173562	beta	5_male
GSM2173563	mesenchymal	5_male
GSM2173564	mesenchymal	5_male
GSM2173565	alpha	5_male
GSM2173566	mesenchymal	5_male
GSM2173567	beta	5_male
GSM2173568	alpha	5_male
GSM2173569	mesenchymal	5_male
GSM2173570	beta	5_male
GSM2173571	alpha	5_male
GSM2173572	alpha	5_male
GSM2173573	beta	5_male
GSM2173574	alpha	5_male
GSM2173575	beta	5_male
GSM2173576	alpha	5_male
GSM2173577	alpha	5_male
GSM2173578	beta	5_male
GSM2173579	alpha	5_male
GSM2173580	alpha	5_male
GSM2173581	alpha	5_male
GSM2173582	alpha	5_male
GSM2173583	beta	5_male
GSM2173584	delta	5_male
GSM2173585	alpha	5_male
GSM2173586	alpha	5_male
GSM2173587	beta	5_male
GSM2173588	beta	5_male
GSM2173589	alpha	5_male
GSM2173590	beta	5_male
GSM2173591	alpha	5_male
GSM2173592	alpha	5_male
GSM2173593	beta	5_male
GSM2173594	mesenchymal	5_male
GSM2173595	mesenchymal	5_male
GSM2173596	alpha	5_male
GSM2173597	beta	5_male
GSM2173598	unsure	5_male
GSM2173599	alpha	5_male
GSM2173600	alpha	5_male
GSM2173601	delta	5_male
GSM2173602	mesenchymal	5_male
GSM2173603	alpha	5_male
GSM2173604	beta	5_male
GSM2173605	mesenchymal	5_male
GSM2173606	acinar	5_male
GSM2173607	acinar	5_male
GSM2173608	acinar	5_male
GSM2173609	acinar	5_male
GSM2173610	acinar	5_male
GSM2173611	acinar	5_male
GSM2173612	acinar	5_male
GSM2173613	acinar	5_male
GSM2173614	acinar	5_male
GSM2173615	ductal	5_male
GSM2173616	acinar	5_male
GSM2173617	beta	5_male
GSM2173618	acinar	5_male
GSM2173619	acinar	5_male
GSM2173620	acinar	5_male
GSM2173621	ductal	5_male
GSM2173622	beta	5_male
GSM2173623	acinar	5_male
GSM2173624	alpha	5_male
GSM2173625	acinar	5_male
GSM2173626	acinar	5_male
GSM2173627	acinar	5_male
GSM2173628	ductal	5_male
GSM2173629	ductal	5_male
GSM2173630	ductal	5_male
GSM2173631	acinar	5_male
GSM2173632	ductal	5_male
GSM2173633	acinar	5_male
GSM2173634	acinar	5_male
GSM2173635	acinar	5_male
GSM2173636	acinar	5_male
GSM2173637	acinar	5_male
GSM2173638	ductal	5_male
GSM2173639	acinar	5_male
GSM2173640	ductal	5_male
GSM2173641	ductal	5_male
GSM2173642	acinar	5_male
GSM2173643	acinar	5_male
GSM2173644	acinar	5_male
GSM2173645	acinar	5_male
GSM2173646	acinar	5_male
GSM2173647	acinar	5_male
GSM2173648	acinar	5_male
GSM2173649	acinar	5_male
GSM2173650	ductal	5_male
GSM2173651	acinar	5_male
GSM2173652	mesenchymal	5_male
GSM2173653	acinar	5_male
GSM2173654	alpha	5_male
GSM2173655	acinar	5_male
GSM2173656	ductal	5_male
GSM2173657	acinar	5_male
GSM2173658	ductal	5_male
GSM2173659	ductal	5_male
GSM2173660	beta	5_male
GSM2173661	mesenchymal	5_male
GSM2173662	acinar	5_male
GSM2173663	ductal	5_male
GSM2173664	acinar	5_male
GSM2173665	ductal	5_male
GSM2173666	ductal	5_male
GSM2173667	acinar	5_male
GSM2173668	acinar	5_male
GSM2173669	acinar	5_male
GSM2173670	acinar	5_male
GSM2173671	unsure	5_male
GSM2173672	acinar	5_male
GSM2173673	acinar	5_male
GSM2173674	acinar	5_male
GSM2173675	acinar	5_male
GSM2173676	acinar	5_male
GSM2173677	ductal	5_male
GSM2173678	ductal	5_male
GSM2173679	acinar	5_male
GSM2173680	acinar	5_male
GSM2173681	acinar	5_male
GSM2173682	acinar	5_male
GSM2173683	acinar	5_male
GSM2173684	acinar	5_male
GSM2173685	acinar	5_male
GSM2173686	acinar	5_male
GSM2173687	acinar	5_male
GSM2173688	acinar	5_male
GSM2173689	ductal	5_male
GSM2173690	acinar	5_male
GSM2173691	acinar	5_male
GSM2173692	acinar	5_male
GSM2173693	acinar	5_male
GSM2173694	ductal	5_male
GSM2173695	acinar	5_male
GSM2173696	acinar	5_male
GSM2173697	mesenchymal	5_male
GSM2173698	mesenchymal	5_male
GSM2173699	ductal	5_male
GSM2173700	acinar	5_male
GSM2173701	acinar	5_male
GSM2173702	acinar	5_male
GSM2173703	ductal	5_male
GSM2173704	alpha	1_male
GSM2173705	delta	1_male
GSM2173706	acinar	1_male
GSM2173707	ductal	1_male
GSM2173708	acinar	1_male
GSM2173709	delta	1_male
GSM2173710	acinar	1_male
GSM2173711	ductal	1_male
GSM2173712	delta	1_male
GSM2173713	ductal	1_male
GSM2173714	acinar	1_male
GSM2173715	acinar	1_male
GSM2173716	delta	1_male
GSM2173717	ductal	1_male
GSM2173718	ductal	1_male
GSM2173719	unsure	1_male
GSM2173720	delta	1_male
GSM2173721	ductal	1_male
GSM2173722	acinar	1_male
GSM2173723	acinar	1_male
GSM2173724	beta	1_male
GSM2173725	delta	1_male
GSM2173726	acinar	1_male
GSM2173727	acinar	1_male
GSM2173728	ductal	1_male
GSM2173729	unsure	1_male
GSM2173730	acinar	1_male
GSM2173731	acinar	1_male
GSM2173732	beta	1_male
GSM2173733	acinar	1_male
GSM2173734	delta	1_male
GSM2173735	acinar	1_male
GSM2173736	alpha	1_male
GSM2173737	alpha	1_male
GSM2173738	delta	1_male
GSM2173739	acinar	1_male
GSM2173740	ductal	1_male
GSM2173741	beta	1_male
GSM2173742	ductal	1_male
GSM2173743	ductal	1_male
GSM2173744	ductal	1_male
GSM2173745	beta	1_male
GSM2173746	beta	1_male
GSM2173747	alpha	1_male
GSM2173748	acinar	1_male
GSM2173749	alpha	1_male
GSM2173750	beta	1_male
